PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P242
Station name, FrazierAirCN2004
Begin Date, 2004-12-18
End Date, 2023-08-28
Release Date, 2023-08-29
Source file, P242.cwu.igs14.pos
Offset from source file, 89.87 mm North, -186.12 mm East, -10.46 mm Vertical
Reference position, 36.9539319849 North Latitude, -121.4631841431 East Longitude, 14.75973 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2021-01-09,176.37, -503.21, -40.59, 1.8, 1.49, 7.24, suppf,
2021-01-10,174.67, -506.49, -39.72, 1.82, 1.5, 7.26, suppf,
2021-01-11,176.46, -507.14, -37.60, 1.81, 1.5, 7.22, suppf,
2021-01-12,178.62, -505.13, -41.90, 1.81, 1.5, 7.22, suppf,
2021-01-13,179.68, -502.92, -36.17, 1.82, 1.51, 7.31, suppf,
2021-01-14,177.76, -502.90, -34.23, 1.82, 1.5, 7.23, suppf,
2021-01-15,177.63, -504.77, -37.36, 1.83, 1.5, 7.31, suppf,
2021-01-16,176.86, -504.00, -38.61, 1.84, 1.52, 7.36, suppf,
2021-01-17,176.91, -505.47, -33.36, 1.81, 1.51, 7.24, suppf,
2021-01-18,176.77, -506.12, -34.62, 1.81, 1.49, 7.24, suppf,
2021-01-19,176.12, -503.17, -23.60, 1.83, 1.5, 7.27, suppf,
2021-01-20,175.45, -505.71, -33.21, 1.87, 1.53, 7.44, suppf,
2021-01-21,174.51, -505.78, -36.37, 1.81, 1.51, 7.32, suppf,
2021-01-22,176.04, -504.53, -39.22, 1.82, 1.51, 7.27, suppf,
2021-01-23,176.62, -503.67, -29.51, 1.79, 1.48, 7.12, suppf,
2021-01-24,175.49, -507.62, -38.77, 1.79, 1.49, 7.19, suppf,
2021-01-25,177.29, -504.48, -31.11, 1.8, 1.49, 7.22, suppf,
2021-01-26,174.52, -507.11, -25.74, 1.82, 1.51, 7.3, suppf,
2021-01-27,176.69, -503.61, -35.75, 1.82, 1.51, 7.32, suppf,
2021-01-28,176.29, -503.77, -34.17, 1.81, 1.51, 7.28, suppf,
2021-01-29,177.49, -503.18, -35.15, 1.8, 1.51, 7.23, suppf,
2021-01-30,177.82, -503.66, -34.82, 1.79, 1.5, 7.19, suppf,
2021-01-31,176.98, -504.01, -37.69, 1.8, 1.49, 7.17, suppf,
2021-02-01,176.75, -504.09, -35.70, 1.81, 1.5, 7.28, suppf,
2021-02-02,177.94, -505.17, -40.57, 1.82, 1.51, 7.31, suppf,
2021-02-03,178.09, -504.80, -39.82, 1.79, 1.5, 7.22, suppf,
2021-02-04,178.87, -504.54, -38.19, 1.82, 1.51, 7.36, suppf,
2021-02-05,174.17, -507.76, -34.31, 1.83, 1.53, 7.53, suppf,
2021-02-06,177.20, -508.39, -37.10, 1.81, 1.48, 7.24, suppf,
2021-02-07,176.76, -507.04, -38.90, 1.82, 1.5, 7.29, suppf,
2021-02-08,178.04, -507.35, -37.29, 1.82, 1.52, 7.38, suppf,
2021-02-09,178.07, -503.69, -38.71, 1.85, 1.53, 7.44, suppf,
2021-02-10,177.21, -505.45, -31.33, 1.8, 1.49, 7.23, suppf,
2021-02-11,177.53, -504.58, -37.89, 1.81, 1.49, 7.26, suppf,
2021-02-12,176.02, -505.22, -39.86, 1.82, 1.51, 7.36, suppf,
2021-02-13,176.26, -505.31, -34.10, 1.82, 1.51, 7.32, suppf,
2021-02-14,179.06, -505.07, -39.91, 1.81, 1.51, 7.31, suppf,
2021-02-15,177.81, -506.16, -24.71, 1.8, 1.51, 7.28, suppf,
2021-02-16,177.91, -506.16, -35.59, 1.8, 1.5, 7.27, suppf,
2021-02-17,177.69, -505.34, -34.44, 1.81, 1.51, 7.31, suppf,
2021-02-18,177.62, -506.34, -35.71, 1.86, 1.52, 7.39, suppf,
2021-02-19,179.11, -505.76, -33.16, 1.87, 1.53, 7.48, suppf,
2021-02-20,178.00, -505.01, -34.71, 1.82, 1.5, 7.26, suppf,
2021-02-21,178.11, -508.12, -31.74, 1.81, 1.5, 7.26, suppf,
2021-02-22,180.15, -507.50, -36.81, 1.81, 1.5, 7.26, suppf,
2021-02-23,178.78, -506.11, -31.74, 1.81, 1.52, 7.35, suppf,
2021-02-24,177.59, -507.69, -33.75, 1.8, 1.49, 7.24, suppf,
2021-02-25,176.77, -506.68, -33.83, 1.81, 1.51, 7.4, suppf,
2021-02-26,175.95, -508.84, -24.44, 1.81, 1.51, 7.31, suppf,
2021-02-27,179.30, -507.40, -29.91, 1.83, 1.56, 7.47, suppf,
2021-02-28,176.64, -507.52, -31.10, 1.82, 1.54, 7.38, suppf,
2021-03-01,176.39, -508.18, -30.21, 1.82, 1.55, 7.4, suppf,
2021-03-02,177.38, -509.03, -25.30, 1.85, 1.56, 7.52, suppf,
2021-03-03,177.84, -507.32, -26.24, 1.8, 1.51, 7.27, suppf,
2021-03-04,177.82, -507.28, -33.70, 1.8, 1.49, 7.21, suppf,
2021-03-05,177.26, -509.77, -39.63, 1.85, 1.54, 7.44, suppf,
2021-03-06,177.79, -506.60, -30.52, 1.87, 1.57, 7.61, suppf,
2021-03-07,178.65, -508.47, -31.94, 1.86, 1.54, 7.48, suppf,
2021-03-08,179.10, -508.48, -43.54, 1.95, 1.56, 7.88, suppf,
2021-03-09,180.08, -509.85, -35.19, 1.81, 1.5, 7.26, suppf,
2021-03-10,177.53, -507.30, -29.65, 1.8, 1.5, 7.23, suppf,
2021-03-11,177.96, -507.92, -32.95, 1.82, 1.48, 7.23, suppf,
2021-03-12,177.01, -507.42, -35.11, 1.81, 1.51, 7.34, suppf,
2021-03-13,177.45, -507.92, -38.89, 1.8, 1.49, 7.24, suppf,
2021-03-14,175.73, -507.55, -32.33, 1.78, 1.5, 7.24, suppf,
2021-03-15,177.13, -508.79, -31.23, 1.81, 1.51, 7.33, suppf,
2021-03-16,179.10, -512.29, -29.73, 1.8, 1.49, 7.18, suppf,
2021-03-17,178.39, -511.14, -32.94, 1.81, 1.51, 7.27, suppf,
2021-03-18,177.17, -507.85, -33.18, 1.83, 1.56, 7.48, suppf,
2021-03-19,178.65, -507.69, -28.80, 1.83, 1.57, 7.41, suppf,
2021-03-20,178.42, -508.18, -38.77, 1.81, 1.51, 7.31, suppf,
2021-03-21,178.15, -508.70, -32.61, 1.8, 1.49, 7.17, suppf,
2021-03-22,178.22, -508.38, -34.42, 1.79, 1.5, 7.25, suppf,
2021-03-23,176.02, -509.90, -29.75, 1.82, 1.51, 7.33, suppf,
2021-03-24,179.02, -509.95, -24.13, 1.8, 1.5, 7.23, suppf,
2021-03-25,177.07, -507.03, -27.81, 1.81, 1.54, 7.43, suppf,
2021-03-26,178.51, -509.04, -29.59, 1.8, 1.49, 7.18, suppf,
2021-03-27,179.53, -508.77, -32.76, 1.8, 1.51, 7.24, suppf,
2021-03-28,178.94, -508.22, -32.48, 1.79, 1.5, 7.16, suppf,
2021-03-29,178.40, -509.52, -32.21, 1.79, 1.51, 7.22, suppf,
2021-03-30,178.02, -511.59, -31.34, 1.8, 1.51, 7.26, suppf,
2021-03-31,178.84, -509.58, -30.85, 1.78, 1.49, 7.09, suppf,
2021-04-01,177.52, -508.62, -31.49, 1.83, 1.52, 7.32, suppf,
2021-04-02,179.10, -509.24, -32.28, 1.79, 1.5, 7.14, suppf,
2021-04-03,176.58, -509.12, -28.55, 1.79, 1.52, 7.23, suppf,
2021-04-04,176.24, -508.53, -31.91, 1.79, 1.49, 7.14, suppf,
2021-04-05,176.73, -507.71, -25.00, 1.79, 1.52, 7.19, suppf,
2021-04-06,175.95, -508.86, -26.01, 1.78, 1.5, 7.11, suppf,
2021-04-07,177.17, -509.11, -34.01, 1.8, 1.51, 7.24, suppf,
2021-04-08,177.25, -507.93, -29.79, 1.82, 1.51, 7.2, suppf,
2021-04-09,178.11, -509.58, -30.21, 1.83, 1.53, 7.26, suppf,
2021-04-10,176.07, -508.83, -30.81, 1.77, 1.5, 7.14, suppf,
2021-04-11,175.89, -508.71, -27.70, 1.78, 1.5, 7.16, suppf,
2021-04-12,176.14, -509.31, -33.75, 1.8, 1.56, 7.3, suppf,
2021-04-13,175.43, -510.35, -27.19, 1.8, 1.56, 7.24, suppf,
2021-04-14,175.18, -509.99, -26.32, 1.79, 1.56, 7.25, suppf,
2021-04-15,176.23, -509.83, -26.63, 1.8, 1.58, 7.32, suppf,
2021-04-16,176.23, -510.92, -29.89, 1.81, 1.56, 7.33, suppf,
2021-04-17,175.48, -509.23, -31.06, 1.8, 1.57, 7.35, suppf,
2021-04-18,175.83, -509.84, -30.09, 1.8, 1.57, 7.31, suppf,
2021-04-19,175.96, -509.03, -29.47, 1.83, 1.62, 7.39, suppf,
2021-04-20,175.52, -508.55, -31.94, 1.8, 1.57, 7.28, suppf,
2021-04-21,174.27, -509.87, -26.66, 1.79, 1.57, 7.37, suppf,
2021-04-22,175.51, -509.40, -21.72, 1.83, 1.63, 7.41, suppf,
2021-04-23,174.57, -509.76, -23.73, 1.82, 1.62, 7.4, suppf,
2021-04-24,174.80, -509.10, -28.84, 1.79, 1.5, 7.2, suppf,
2021-04-25,174.00, -508.77, -22.37, 1.8, 1.53, 7.29, suppf,
2021-04-26,174.92, -510.46, -26.62, 1.79, 1.51, 7.24, suppf,
2021-04-27,175.80, -510.06, -30.94, 1.8, 1.56, 7.3, suppf,
2021-04-28,175.86, -509.05, -35.45, 1.82, 1.55, 7.33, suppf,
2021-04-29,175.33, -509.16, -34.88, 1.77, 1.5, 7.16, suppf,
2021-04-30,175.89, -509.04, -36.92, 1.77, 1.51, 7.17, suppf,
2021-05-01,175.55, -510.09, -32.43, 1.82, 1.55, 7.46, suppf,
2021-05-02,173.14, -508.90, -26.45, 1.79, 1.51, 7.21, suppf,
2021-05-03,174.62, -509.84, -36.33, 1.79, 1.51, 7.2, suppf,
2021-05-04,174.12, -509.13, -32.72, 1.78, 1.52, 7.25, suppf,
2021-05-05,173.94, -508.96, -34.19, 1.78, 1.5, 7.15, suppf,
2021-05-06,174.08, -508.54, -35.24, 1.81, 1.53, 7.39, suppf,
2021-05-07,174.78, -508.53, -37.53, 1.8, 1.5, 7.25, suppf,
2021-05-08,174.77, -509.26, -39.00, 1.77, 1.48, 7.1, suppf,
2021-05-09,173.33, -509.44, -43.08, 1.79, 1.52, 7.28, suppf,
2021-05-10,173.97, -508.99, -36.27, 1.78, 1.49, 7.16, suppf,
2021-05-11,174.17, -509.82, -42.73, 1.8, 1.51, 7.28, suppf,
2021-05-12,174.89, -510.07, -39.60, 1.78, 1.49, 7.15, suppf,
2021-05-13,173.50, -510.01, -47.39, 1.79, 1.51, 7.25, suppf,
2021-05-14,173.90, -509.92, -46.67, 1.79, 1.51, 7.22, suppf,
2021-05-15,174.90, -509.68, -46.26, 1.79, 1.51, 7.3, suppf,
2021-05-16,173.37, -509.96, -43.02, 1.81, 1.53, 7.4, suppf,
2021-05-17,174.07, -509.65, -47.47, 1.82, 1.53, 7.39, suppf,
2021-05-18,174.37, -509.08, -49.32, 1.81, 1.53, 7.36, suppf,
2021-05-19,174.04, -510.50, -46.20, 1.85, 1.54, 7.4, suppf,
2021-05-20,173.76, -511.21, -45.93, 1.92, 1.62, 7.66, suppf,
2021-05-21,174.77, -511.38, -49.75, 1.86, 1.6, 7.53, suppf,
2021-05-22,175.53, -510.21, -45.98, 1.84, 1.57, 7.48, suppf,
2021-05-23,174.63, -509.27, -46.97, 1.81, 1.54, 7.36, suppf,
2021-05-24,174.91, -509.72, -49.33, 1.79, 1.52, 7.32, suppf,
2021-05-25,175.66, -509.51, -48.44, 1.83, 1.53, 7.46, suppf,
2021-05-26,176.14, -510.16, -47.70, 1.79, 1.51, 7.23, suppf,
2021-05-27,175.14, -511.52, -47.64, 1.81, 1.54, 7.42, suppf,
2021-05-28,175.17, -510.59, -49.14, 1.87, 1.55, 7.66, suppf,
2021-05-29,174.00, -511.51, -44.63, 1.81, 1.53, 7.41, suppf,
2021-05-30,174.85, -511.10, -43.63, 1.82, 1.53, 7.45, suppf,
2021-05-31,174.92, -511.54, -47.69, 1.81, 1.52, 7.37, suppf,
2021-06-01,174.91, -511.29, -49.18, 1.81, 1.52, 7.39, suppf,
2021-06-02,174.92, -510.77, -47.07, 1.82, 1.53, 7.46, suppf,
2021-06-03,174.98, -510.59, -43.59, 1.82, 1.55, 7.46, suppf,
2021-06-04,175.33, -511.66, -46.45, 1.82, 1.54, 7.46, suppf,
2021-06-05,176.25, -511.64, -43.67, 1.84, 1.57, 7.62, suppf,
2021-06-06,175.16, -510.95, -43.39, 1.84, 1.55, 7.53, suppf,
2021-06-07,174.93, -511.16, -46.22, 1.82, 1.52, 7.38, suppf,
2021-06-08,175.92, -511.88, -48.83, 1.83, 1.56, 7.52, suppf,
2021-06-09,174.90, -511.48, -51.11, 1.82, 1.54, 7.38, suppf,
2021-06-10,174.87, -512.43, -49.59, 1.88, 1.6, 7.59, suppf,
2021-06-11,175.88, -511.82, -49.66, 1.9, 1.61, 7.62, suppf,
2021-06-12,174.05, -512.53, -51.50, 1.84, 1.56, 7.6, suppf,
2021-06-13,175.02, -511.21, -50.45, 1.87, 1.59, 7.75, suppf,
2021-06-14,173.75, -512.84, -52.25, 1.91, 1.62, 7.85, suppf,
2021-06-15,175.28, -512.34, -50.76, 1.89, 1.6, 7.76, suppf,
2021-06-16,176.41, -511.60, -51.70, 1.89, 1.58, 7.69, suppf,
2021-06-17,175.42, -512.68, -49.64, 1.82, 1.52, 7.37, suppf,
2021-06-18,175.16, -512.71, -53.76, 1.82, 1.55, 7.47, suppf,
2021-06-19,175.09, -512.22, -58.84, 1.8, 1.52, 7.27, suppf,
2021-06-20,175.15, -512.97, -53.25, 1.8, 1.52, 7.3, suppf,
2021-06-21,174.05, -513.04, -52.93, 1.82, 1.58, 7.55, suppf,
2021-06-22,173.31, -512.88, -54.84, 1.84, 1.55, 7.4, suppf,
2021-06-23,173.65, -512.23, -51.35, 1.86, 1.56, 7.44, suppf,
2021-06-24,174.96, -512.34, -54.62, 1.84, 1.54, 7.38, suppf,
2021-06-25,174.19, -511.81, -57.62, 1.83, 1.54, 7.3, suppf,
2021-06-26,174.08, -513.03, -60.15, 1.84, 1.55, 7.37, suppf,
2021-06-27,172.88, -512.92, -54.74, 1.84, 1.55, 7.38, suppf,
2021-06-28,173.76, -513.39, -58.59, 1.86, 1.55, 7.41, suppf,
2021-06-29,173.45, -513.89, -59.59, 1.85, 1.55, 7.4, suppf,
2021-06-30,174.55, -513.01, -61.32, 1.85, 1.57, 7.46, suppf,
2021-07-01,172.67, -512.69, -56.64, 1.86, 1.59, 7.51, suppf,
2021-07-02,173.86, -513.30, -59.72, 1.85, 1.57, 7.4, suppf,
2021-07-03,173.41, -513.10, -61.74, 1.84, 1.52, 7.25, suppf,
2021-07-04,172.69, -513.14, -62.55, 1.84, 1.54, 7.34, suppf,
2021-07-05,172.95, -512.86, -62.88, 1.83, 1.52, 7.24, suppf,
2021-07-06,173.63, -513.35, -65.15, 1.84, 1.53, 7.29, suppf,
2021-07-07,174.23, -512.40, -63.65, 1.85, 1.53, 7.29, suppf,
2021-07-08,174.08, -513.13, -60.32, 1.83, 1.54, 7.31, suppf,
2021-07-09,174.14, -513.78, -60.55, 1.88, 1.58, 7.5, suppf,
2021-07-10,174.12, -513.34, -65.78, 1.82, 1.53, 7.22, suppf,
2021-07-11,173.53, -514.64, -63.39, 1.85, 1.56, 7.46, suppf,
2021-07-12,175.03, -513.76, -66.11, 1.84, 1.55, 7.37, suppf,
2021-07-13,175.18, -513.35, -64.12, 1.85, 1.54, 7.37, suppf,
2021-07-14,173.21, -514.93, -67.74, 1.83, 1.55, 7.33, suppf,
2021-07-15,173.91, -514.41, -70.28, 1.87, 1.59, 7.51, suppf,
2021-07-16,174.04, -515.02, -65.92, 1.94, 1.62, 7.7, suppf,
2021-07-17,174.58, -514.68, -73.68, 1.9, 1.56, 7.55, suppf,
2021-07-18,174.76, -514.50, -72.21, 1.9, 1.56, 7.57, suppf,
2021-07-19,174.58, -515.26, -76.35, 1.85, 1.56, 7.45, suppf,
2021-07-20,173.38, -514.87, -77.48, 1.85, 1.56, 7.44, suppf,
2021-07-21,174.95, -515.41, -72.75, 1.84, 1.55, 7.34, suppf,
2021-07-22,174.20, -515.50, -73.17, 1.86, 1.58, 7.43, suppf,
2021-07-23,174.22, -514.66, -71.77, 1.86, 1.57, 7.4, suppf,
2021-07-24,173.98, -514.82, -71.21, 1.84, 1.54, 7.33, suppf,
2021-07-25,173.83, -515.50, -76.04, 1.84, 1.53, 7.3, suppf,
2021-07-26,175.18, -515.78, -74.31, 1.84, 1.56, 7.4, suppf,
2021-07-27,175.00, -513.97, -68.46, 1.88, 1.56, 7.55, suppf,
2021-07-28,174.51, -515.66, -82.81, 1.83, 1.53, 7.3, suppf,
2021-07-29,174.24, -515.85, -83.20, 1.82, 1.54, 7.31, suppf,
2021-07-30,174.67, -513.90, -83.60, 1.9, 1.58, 7.47, suppf,
2021-07-31,173.51, -515.82, -92.04, 1.83, 1.54, 7.33, suppf,
2021-08-01,173.21, -516.17, -82.07, 1.84, 1.54, 7.33, suppf,
2021-08-02,174.07, -515.78, -87.84, 1.84, 1.55, 7.36, suppf,
2021-08-03,175.12, -516.21, -86.97, 1.83, 1.55, 7.34, suppf,
2021-08-04,173.78, -516.75, -81.22, 1.84, 1.55, 7.39, suppf,
2021-08-05,173.69, -516.79, -82.06, 1.86, 1.55, 7.41, suppf,
2021-08-06,175.67, -515.99, -84.80, 1.92, 1.57, 7.65, suppf,
2021-08-07,175.53, -516.11, -78.08, 1.86, 1.55, 7.45, suppf,
2021-08-08,176.52, -516.35, -79.13, 1.87, 1.56, 7.49, suppf,
2021-08-09,175.77, -517.06, -77.17, 1.86, 1.56, 7.48, suppf,
2021-08-10,175.29, -516.85, -80.05, 1.86, 1.57, 7.54, suppf,
2021-08-11,175.44, -517.00, -79.05, 1.86, 1.56, 7.47, suppf,
2021-08-12,175.86, -515.87, -79.40, 1.87, 1.57, 7.51, suppf,
2021-08-13,175.36, -516.95, -87.62, 1.87, 1.56, 7.47, suppf,
2021-08-14,175.20, -516.60, -87.21, 1.86, 1.57, 7.52, suppf,
2021-08-15,175.95, -518.00, -85.36, 1.86, 1.56, 7.47, suppf,
2021-08-16,176.45, -517.55, -90.07, 1.85, 1.55, 7.42, suppf,
2021-08-17,173.64, -517.51, -77.64, 1.86, 1.55, 7.42, suppf,
2021-08-18,175.24, -519.20, -78.98, 1.87, 1.55, 7.4, suppf,
2021-08-19,175.79, -519.19, -84.83, 1.87, 1.56, 7.46, suppf,
2021-08-20,176.52, -517.67, -86.05, 1.86, 1.56, 7.45, suppf,
2021-08-21,175.71, -519.79, -84.36, 1.88, 1.61, 7.69, suppf,
2021-08-22,175.90, -518.99, -83.71, 1.86, 1.57, 7.44, suppf,
2021-08-23,177.12, -518.51, -83.82, 1.86, 1.58, 7.49, suppf,
2021-08-24,175.79, -517.72, -85.01, 1.85, 1.55, 7.39, suppf,
2021-08-25,176.77, -518.39, -85.60, 1.86, 1.55, 7.43, suppf,
2021-08-26,176.46, -518.50, -84.22, 1.85, 1.55, 7.4, suppf,
2021-08-27,176.21, -518.40, -91.42, 1.85, 1.55, 7.4, suppf,
2021-08-28,175.95, -519.28, -85.51, 1.83, 1.54, 7.31, suppf,
2021-08-29,176.62, -519.13, -85.85, 1.82, 1.52, 7.23, suppf,
2021-08-30,175.81, -519.82, -83.46, 1.83, 1.54, 7.28, suppf,
2021-08-31,176.75, -519.13, -79.63, 1.84, 1.54, 7.34, suppf,
2021-09-01,175.47, -519.80, -84.15, 1.84, 1.53, 7.31, suppf,
2021-09-02,176.01, -519.68, -88.57, 1.84, 1.57, 7.39, suppf,
2021-09-03,175.44, -519.91, -92.26, 1.89, 1.59, 7.57, suppf,
2021-09-04,176.79, -520.23, -86.49, 1.96, 1.6, 7.93, suppf,
2021-09-05,177.46, -519.36, -94.44, 1.91, 1.56, 7.68, suppf,
2021-09-06,177.70, -520.03, -94.50, 1.83, 1.53, 7.29, suppf,
2021-09-07,176.92, -519.84, -89.08, 1.83, 1.54, 7.3, suppf,
2021-09-08,177.86, -518.79, -87.99, 1.83, 1.53, 7.28, suppf,
2021-09-09,176.87, -519.59, -86.58, 1.83, 1.54, 7.29, suppf,
2021-09-10,177.64, -519.08, -81.80, 1.86, 1.56, 7.47, suppf,
2021-09-11,177.63, -520.79, -89.51, 1.85, 1.55, 7.4, suppf,
2021-09-12,177.42, -520.58, -91.35, 1.83, 1.54, 7.32, suppf,
2021-09-13,177.60, -521.21, -86.22, 1.83, 1.53, 7.29, suppf,
2021-09-14,177.56, -521.32, -86.97, 1.83, 1.53, 7.29, suppf,
2021-09-15,177.52, -520.95, -85.33, 1.82, 1.53, 7.26, suppf,
2021-09-16,177.47, -521.06, -81.35, 1.83, 1.54, 7.32, suppf,
2021-09-17,176.89, -521.25, -82.82, 1.83, 1.53, 7.28, suppf,
2021-09-18,177.23, -522.13, -80.66, 1.83, 1.53, 7.3, suppf,
2021-09-19,177.63, -521.09, -87.75, 1.87, 1.56, 7.5, suppf,
2021-09-20,178.12, -521.49, -86.51, 1.83, 1.53, 7.3, suppf,
2021-09-21,177.81, -521.52, -89.93, 1.82, 1.54, 7.28, suppf,
2021-09-22,177.97, -522.22, -89.39, 1.83, 1.53, 7.28, suppf,
2021-09-23,178.27, -522.55, -86.68, 1.83, 1.53, 7.3, suppf,
2021-09-24,178.10, -522.41, -91.67, 1.93, 1.62, 7.66, suppf,
2021-09-25,178.88, -522.49, -91.07, 1.83, 1.53, 7.27, suppf,
2021-09-26,177.50, -522.29, -79.39, 1.82, 1.53, 7.28, suppf,
2021-09-27,179.03, -522.46, -86.62, 1.84, 1.54, 7.34, suppf,
2021-09-28,178.71, -523.82, -88.91, 1.89, 1.56, 7.57, suppf,
2021-09-29,179.02, -521.99, -85.27, 1.86, 1.54, 7.42, suppf,
2021-09-30,179.45, -523.72, -90.53, 1.85, 1.54, 7.37, suppf,
2021-10-01,179.20, -523.16, -86.00, 1.83, 1.53, 7.3, suppf,
2021-10-02,179.22, -523.57, -89.55, 1.84, 1.55, 7.39, suppf,
2021-10-03,179.14, -523.70, -83.36, 1.84, 1.54, 7.36, suppf,
2021-10-04,178.54, -523.71, -85.92, 1.83, 1.54, 7.34, suppf,
2021-10-05,179.43, -523.45, -83.81, 1.86, 1.54, 7.42, suppf,
2021-10-06,179.11, -523.30, -82.24, 1.84, 1.53, 7.35, suppf,
2021-10-07,179.52, -522.97, -87.01, 1.84, 1.54, 7.39, suppf,
2021-10-08,179.52, -523.88, -86.34, 1.86, 1.55, 7.45, suppf,
2021-10-09,181.19, -524.28, -86.09, 1.84, 1.53, 7.34, suppf,
2021-10-10,180.76, -524.95, -79.78, 1.84, 1.53, 7.36, suppf,
2021-10-11,179.93, -525.61, -80.14, 1.84, 1.53, 7.34, suppf,
2021-10-12,178.80, -524.85, -81.95, 1.82, 1.53, 7.25, suppf,
2021-10-13,179.13, -526.02, -77.68, 1.83, 1.53, 7.3, suppf,
2021-10-14,181.83, -526.61, -80.15, 1.83, 1.54, 7.33, suppf,
2021-10-15,181.14, -526.56, -83.37, 1.83, 1.53, 7.32, suppf,
2021-10-16,181.69, -526.13, -86.50, 1.83, 1.53, 7.28, suppf,
2021-10-17,181.10, -527.74, -83.61, 1.83, 1.53, 7.34, suppf,
2021-10-18,183.12, -525.40, -78.76, 1.85, 1.57, 7.48, suppf,
2021-10-19,179.01, -527.07, -87.03, 1.84, 1.53, 7.34, suppf,
2021-10-20,180.91, -525.97, -81.05, 1.88, 1.62, 7.65, suppf,
2021-10-21,179.87, -526.51, -82.27, 1.9, 1.64, 7.77, suppf,
2021-10-22,181.92, -523.74, -101.16, 1.92, 1.57, 7.7, suppf,
2021-10-23,181.08, -526.08, -75.49, 1.83, 1.53, 7.31, suppf,
2021-10-24,181.63, -529.88, -70.85, 1.9, 1.61, 7.71, suppf,
2021-10-25,182.34, -527.88, -78.00, 1.86, 1.57, 7.55, suppf,
2021-10-26,182.39, -527.02, -77.66, 1.85, 1.54, 7.33, suppf,
2021-10-27,183.47, -526.97, -82.58, 1.91, 1.54, 7.52, suppf,
2021-10-28,182.54, -526.65, -81.84, 1.89, 1.53, 7.45, suppf,
2021-10-29,182.42, -526.50, -78.87, 1.89, 1.54, 7.46, suppf,
2021-10-30,182.36, -527.60, -80.20, 1.91, 1.56, 7.63, suppf,
2021-10-31,182.74, -527.99, -72.15, 1.92, 1.58, 7.69, suppf,
2021-11-01,182.10, -527.85, -75.94, 1.91, 1.57, 7.63, suppf,
2021-11-02,183.13, -526.64, -77.93, 1.9, 1.54, 7.51, suppf,
2021-11-03,182.73, -527.85, -87.29, 1.89, 1.54, 7.47, suppf,
2021-11-04,183.11, -528.24, -65.00, 1.95, 1.59, 7.8, suppf,
2021-11-05,183.31, -528.81, -80.09, 1.89, 1.55, 7.5, suppf,
2021-11-06,183.84, -527.70, -79.36, 1.9, 1.57, 7.63, suppf,
2021-11-07,183.25, -529.07, -75.75, 1.9, 1.55, 7.56, suppf,
2021-11-08,184.65, -530.72, -73.55, 1.9, 1.55, 7.53, suppf,
2021-11-09,184.20, -529.91, -74.40, 1.87, 1.56, 7.5, suppf,
2021-11-10,183.08, -527.92, -74.85, 1.84, 1.55, 7.38, suppf,
2021-11-11,184.52, -528.36, -79.41, 1.82, 1.54, 7.28, suppf,
2021-11-12,183.66, -529.10, -79.26, 1.88, 1.57, 7.45, suppf,
2021-11-13,184.49, -528.68, -77.70, 1.93, 1.6, 7.61, suppf,
2021-11-14,184.83, -528.52, -75.20, 1.9, 1.6, 7.56, suppf,
2021-11-15,184.35, -529.24, -75.04, 1.84, 1.57, 7.46, suppf,
2021-11-16,182.96, -528.16, -76.01, 1.88, 1.6, 7.66, suppf,
2021-11-17,183.37, -529.89, -75.31, 1.83, 1.54, 7.31, suppf,
2021-11-18,184.79, -529.88, -75.93, 1.84, 1.55, 7.41, suppf,
2021-11-19,183.34, -529.36, -66.98, 1.89, 1.56, 7.55, suppf,
2021-11-20,184.24, -530.03, -74.02, 1.84, 1.54, 7.39, suppf,
2021-11-21,185.92, -531.17, -72.42, 1.84, 1.55, 7.39, suppf,
2021-11-22,186.02, -531.33, -76.26, 1.84, 1.54, 7.37, suppf,
2021-11-23,186.31, -531.06, -73.26, 1.84, 1.53, 7.33, suppf,
2021-11-24,183.98, -532.24, -70.47, 1.85, 1.54, 7.38, suppf,
2021-11-25,184.05, -533.28, -77.95, 1.83, 1.54, 7.34, suppf,
2021-11-26,186.73, -530.25, -77.48, 1.86, 1.56, 7.48, suppf,
2021-11-27,184.32, -530.75, -73.95, 1.85, 1.56, 7.48, suppf,
2021-11-28,185.66, -530.85, -71.89, 1.83, 1.55, 7.39, suppf,
2021-11-29,185.77, -530.09, -69.25, 1.84, 1.54, 7.37, suppf,
2021-11-30,186.60, -531.85, -71.42, 1.84, 1.53, 7.35, suppf,
2021-12-01,185.81, -531.53, -69.07, 1.84, 1.53, 7.32, suppf,
2021-12-02,186.17, -531.62, -68.38, 1.84, 1.54, 7.37, suppf,
2021-12-03,185.32, -531.15, -71.39, 1.93, 1.6, 7.76, suppf,
2021-12-04,185.38, -532.60, -70.97, 1.87, 1.54, 7.49, suppf,
2021-12-05,184.88, -531.69, -65.29, 1.88, 1.54, 7.53, suppf,
2021-12-06,186.16, -532.03, -66.23, 1.89, 1.55, 7.56, suppf,
2021-12-07,184.69, -531.97, -65.78, 1.91, 1.57, 7.71, suppf,
2021-12-08,185.15, -532.64, -59.77, 1.91, 1.58, 7.77, suppf,
2021-12-09,184.61, -532.96, -59.87, 1.95, 1.56, 7.73, suppf,
